X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,YY
47354,77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,358,339,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,162,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,54.0,91.7986928,160,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,12345.67901,12345.67901,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30424,2,2,66,194,33,33,33.0,0.0,97,97,97.0,0.0,10141.3333333333,17522.0171308367,30374,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,64,64,65.7375755982,65.7375755982,33,97,58.6,35.054243680300004,1228.8,0,0,0,0,0,0,0,0,1,73.25,33.0,97.0,64,0,0,0,0,0,0,2,66,2,194,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,39523096,8,8,432,1773,432,0,54.0,152.73506469999995,1773,0,221.625,626.8501615,2634873.067,4506740.17,10000000,37,30100000,4302981.143,5351572.294,10000000,151,39500000,5642708.0,5275655.118,10000000,818,0,0,0,0,264,272,0.202413293,0.202413293,0,1773,129.7058824,436.187426,190259.4706,0,0,0,1,0,0,0,0,1,137.8125,54.0,221.625,264,0,0,0,0,0,0,8,432,8,1773,29200,939,1,32,31615.66667,14884.91573,48803,22936,10000000.0,14874.40218,10000000,9996044,0
88,466,2,2,356,358,178,178,178.0,0.0,179,179,179.0,0.0,155.33333330000005,262.9835229,459,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,4291.845494,4291.845494,178,179,178.4,0.5477225579999999,0.3,0,0,0,0,0,0,0,0,1,223.0,178.0,179.0,40,0,0,0,0,0,0,2,356,2,358,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,785025,6,6,1007,2687,453,0,167.83333330000005,196.5893351,1400,0,447.83333330000005,663.6819771,71365.90909,90994.63237,191523,106,601487,120297.4,91217.53996,191975,926,599713,119942.6,110124.9165,222511,238,0,0,0,0,132,132,7.643068692000001,7.643068692000001,0,1400,284.1538462,475.9444726,226523.141,0,0,0,1,0,0,0,0,1,307.8333333,167.83333330000005,447.83333330000005,132,0,0,0,0,0,0,6,1007,6,2687,8192,14472,5,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,274,2,2,56,568,28,28,28.0,0.0,284,284,284.0,0.0,91.33333333,75.05553499,178,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,7299.2700730000015,7299.2700730000015,28,284,130.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,163.0,28.0,284.0,64,0,0,0,0,0,0,2,56,2,568,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,49433847,74,97,5681,166362,704,0,76.77027027,183.1215292,4380,0,1715.0721649999996,1165.53644,290787.3353,1551625.633,10000000,0,49400000,677175.9863,2326683.411,10000000,149,45200000,470388.7708,2010283.842,10000000,47,0,0,0,0,1492,2000,1.496950055,1.962218316,0,4380,1000.25,1200.717427,1441722.341,0,0,0,1,0,0,0,0,1,1006.099415,76.77027027,1715.0721649999996,1492,0,0,0,0,0,0,74,5681,97,166362,8192,1287,73,20,1284951.0,2522514.002,5068722,23611,10000000.0,3673.4853,10000000,10000000,0
80,5155373,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,1718457.667,2944335.456,5118217,176,5155373,2577686.5,3592852.689,5118217,37156,0,0.0,0.0,0,0,0,0,0,0,72,32,0.581917157,0.193972386,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,218,2,2,82,530,41,41,41.0,0.0,265,265,265.0,0.0,72.6666666667,119.80122425639999,211,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,9174.3119266055,9174.3119266055,41,265,130.6,122.68985288120001,15052.8,0,0,0,0,0,0,0,0,1,163.25,41.0,265.0,40,0,0,0,0,0,0,2,82,2,530,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,4479560,7,7,1104,3378,517,0,157.71428569999995,208.8753331,1400,0,482.5714286000001,612.5117297,344581.5385,1194096.671,4318387,48,161173,26862.16667,29336.86652,81004,413,4455285,742547.5,1776778.8380000002,4369269,48,0,0,0,0,152,152,1.562653475,1.562653475,0,1400,298.8,461.1955272,212701.3143,0,0,0,1,0,0,0,0,1,320.14285710000007,157.71428569999995,482.5714286000001,152,0,0,0,0,0,0,7,1104,7,3378,8192,14472,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,26450,2,2,70,290,35,35,35.0,0.0,145,145,145.0,0.0,8816.666667,15225.0319,26397,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,80,75.61436673,75.61436673,35,145,79.0,60.24948133,3630.0,0,0,0,0,0,0,0,0,1,98.75,35.0,145.0,64,0,0,0,0,0,0,2,70,2,290,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,171,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,57.0,59.01694672,120,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11695.90643,11695.90643,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,115947706,29,33,737,28239,353,0,25.4137931,77.81962534,2836,0,855.7272727,774.281896,1900782.066,3893319.401,10000000,5,116000000,4140989.5,4934752.375,10000000,31,111000000,3457811.813,4845018.867,10000000,48,0,0,0,0,936,1064,0.250112753,0.284611064,0,2836,459.9365079,698.0439924,487265.4153,0,0,0,1,0,0,0,0,1,467.3548387,25.4137931,855.7272727,936,0,0,0,0,0,0,29,737,33,28239,29200,357,4,32,48200.25,39312.67096,173034,36659,9614104.583,1370965.781,10000000,5260722,0
61070,242,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,242.0,0.0,242,242,242,242.0,0.0,242,242,0,0.0,0.0,0,0,0,0,0,0,40,0,8264.462809999999,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,1460,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,118808931,25,24,4465,6409,1173,0,178.6,369.2692107,1526,0,267.0416667,494.4141442,2475186.063,4180464.203,10000000,99,119000000,4949085.625,4817427.058,10000000,1809,119000000,5164232.261,4831634.627,10000000,173,0,0,0,0,512,488,0.210421892,0.202005016,0,1526,217.48,429.4970595,184467.7241,0,0,0,1,0,0,0,0,0,221.9183673,178.6,267.0416667,512,0,0,0,0,0,0,25,4465,24,6409,8192,8834,17,20,810094.0909,2585223.958,8604837,29407,9987910.909,40239.04841,10000000,9866589,0
53,189,2,2,138,202,69,69,69.0,0.0,101,101,101.0,0.0,63.0,68.08817812,137,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,10582.01058,10582.01058,69,101,81.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,102.25,69.0,101.0,64,0,0,0,0,0,0,2,138,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,115348981,16,14,435,746,435,0,27.1875,108.75,746,0,53.28571429,199.3768865,3977551.069,4876687.142,10000000,36,115000000,7689932.067000002,4186780.043,10100000,157,111000000,8505723.769,3762319.719,10100000,19607,0,0,0,0,520,456,0.138709505,0.121370816,0,746,38.09677419,152.8341923,23358.29032,0,0,0,1,0,0,0,0,0,39.36666667,27.1875,53.28571429,520,0,0,0,0,0,0,16,435,14,746,29200,340,1,32,42038.45455,17226.49753,93977,36666,10000000.0,4705.212659000002,10000000,9996428,0
80,56,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,56.0,0.0,56,56,56,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0,0,0,40,0,35714.285710000004,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,378,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,341,2,2,94,210,47,47,47.0,0.0,105,105,105.0,0.0,113.6666667,156.2188636,292,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,5865.102639,5865.102639,47,105,70.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,87.75,47.0,105.0,64,0,0,0,0,0,0,2,94,2,210,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,1140079,11,7,574,6532,201,0,52.18181818,77.39614743,3225,0,933.1428571,1467.029474,67063.47059,139543.5827,507641,0,1140079,114007.9,170539.5898,507641,4,550124,91687.33333,145116.5389,366040,3,0,0,0,0,232,152,9.648454186,6.139925391,0,3225,374.0,955.70079,913364.0,0,0,0,1,0,0,0,0,0,394.7777778,52.18181818,933.1428571,232,0,0,0,0,0,0,11,574,7,6532,8192,4,10,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30627,4,2,128,120,32,32,32.0,0.0,60,60,60.0,0.0,6125.4,11671.20053,26800,3,26807,8935.666667,15470.9665,26800,3,48,48.0,0.0,48,48,0,0,0,0,80,40,130.6037157,65.30185784,32,60,40.0,13.66260102,186.6666667,0,0,0,0,0,0,0,0,0,46.66666667,32.0,60.0,80,0,0,0,0,0,0,4,128,2,120,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,60995,1,1,53,117,53,53,53.0,0.0,117,117,117.0,0.0,60995.0,0.0,60995,60995,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.39478646,16.39478646,53,117,74.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,111.5,53.0,117.0,20,0,0,0,0,0,0,1,53,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,488,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,162.66666669999995,147.6391999,296,4,4,4.0,0.0,4,4,188,188.0,0.0,188,188,0,0,0,0,40,40,4098.360656,4098.360656,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,50044,2,2,70,188,35,35,35.0,0.0,94,94,94.0,0.0,16681.33333,28887.72079,50038,1,1,1.0,0.0,1,1,5,5.0,0.0,5,5,0,0,0,0,80,64,39.96483095,39.96483095,35,94,58.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,73.25,35.0,94.0,80,0,0,0,0,0,0,2,70,2,188,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
53,167,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,55.66666667,91.22134253,161,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11976.0479,11976.0479,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,65179732,17,18,968,8112,556,0,56.94117647,140.00556709999998,1497,0,450.6666667,665.2645647999999,1917050.941,3927265.485,10200000,3,65200000,4073733.25,4992622.69,10200000,213,65100000,3831122.941,4940391.067,10200000,4,0,0,0,0,360,368,0.260817274,0.276159466,0,1497,252.2222222,514.3145847,264519.4921,0,0,0,1,0,0,0,0,1,259.4285714,56.94117647,450.6666667,360,0,0,0,0,0,0,17,968,18,8112,29200,32754,16,20,71857.33333,52740.24225,179481,48654,10200000.0,55259.20076,10200000,10100000,0
51220,26,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,38461.5384615385,38461.5384615385,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,208,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,69.33333333,116.6290416,204,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,80,80,9615.384615,9615.384615,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,80,0,0,0,0,0,0,2,88,2,344,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
62068,231,2,1,37,6,37,0,18.5,26.162950903899997,6,6,6.0,0.0,115.5,12.020815280199999,124,107,231,231.0,0.0,231,231,0,0.0,0.0,0,0,1,0,0,0,64,20,8658.008658008699,4329.0043290042995,0,37,20.0,19.7821468333,391.3333333333,0,1,0,0,1,0,0,0,0,26.6666666667,18.5,6.0,64,0,0,0,0,0,0,2,37,1,6,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30504,1,1,38,70,38,38,38.0,0.0,70,70,70.0,0.0,30504.0,0.0,30504,30504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.78258589,32.78258589,38,70,48.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,73.0,38.0,70.0,20,0,0,0,0,0,0,1,38,1,70,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,48317,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,48317.0,0.0,48317,48317,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.69664921,20.69664921,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,20,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31067,1,1,45,110,45,45,45.0,0.0,110,110,110.0,0.0,31067.0,0.0,31067,31067,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,32.18849583,32.18849583,45,110,66.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,100.0,45.0,110.0,32,0,0,0,0,0,0,1,45,1,110,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,117443,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,117443.0,0.0,117443,117443,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.514768866599999,8.514768866599999,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,24166,2,2,68,690,34,34,34.0,0.0,345,345,345.0,0.0,8055.333333,13908.96273,24116,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,82.76090375,82.76090375,34,345,158.4,170.3417154,29016.3,0,0,0,0,0,0,0,0,1,198.0,34.0,345.0,40,0,0,0,0,0,0,2,68,2,690,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5671143,8,6,378,3204,197,0,47.25,73.61046121,1460,0,534.0,724.0961262,436241.7692,1386356.3469999998,5044843,2,5671143,810163.2857,1871075.48,5044843,2,306364,61272.8,63743.94992000001,129886,212,0,0,0,0,172,132,1.410650375,1.057987781,0,1460,238.8,502.3459536,252351.4571,0,0,0,1,0,0,0,0,0,255.8571429,47.25,534.0,172,0,0,0,0,0,0,8,378,6,3204,8192,946,7,20,626298.0,0.0,626298,626298,5044843.0,0.0,5044843,5044843,0
465,2185553,16,22,1380,4574,362,0,86.25,86.45576904,3579,0,207.9090909,755.1277349999998,59069.0,143488.2102,834757,4,2136454,142430.2667,220908.2531,883699,760,1949874,92851.14286,178326.3073,834757,4,0,0,0,0,332,452,7.320801646,10.06610226,0,3579,152.66666669999995,567.7221028,322308.386,0,0,0,1,0,0,0,0,1,156.6842105,86.25,207.9090909,332,0,0,0,0,0,0,16,1380,22,4574,8192,176,15,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,402,1,1,51,128,51,51,51.0,0.0,128,128,128.0,0.0,402.0,0.0,402,402,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2487.562189,2487.562189,51,128,76.66666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,115.0,51.0,128.0,32,0,0,0,0,0,0,1,51,1,128,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,333,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,111.0,188.7961864,329,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,6006.006006000001,6006.006006000001,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,24570,2,2,62,228,31,31,31.0,0.0,114,114,114.0,0.0,8190.0,14101.49166,24473,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,81.4000814,81.4000814,31,114,64.2,45.46097227,2066.7,0,0,0,0,0,0,0,0,1,80.25,31.0,114.0,40,0,0,0,0,0,0,2,62,2,228,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,2001271,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,2001271.0,0.0,2001271,2001271,2001271,2001271.0,0.0,2001271,2001271,0,0.0,0.0,0,0,1,0,0,0,64,0,0.9993649036,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,65535,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
1237,385247,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,385247.0,0.0,385247,385247,385247,385247.0,0.0,385247,385247,0,0.0,0.0,0,0,0,0,0,0,40,0,5.19147456,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,81,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
